index,Key,Year,subject,bat_species,Bat_names (following current nomemclature),Bat Family,Virus,Virus Family,Bioregions,BIOG-Support
80,5AZXAA9G,2014,cells,Pipistrellus pipistrellus,Pipistrellus pipistrellus,Vespertilionodae,RVFV,Phlebovirus,N,
81,5AZXAA9G,2014,cells,Rhinolophus landeri,Rhinolophus landeri,Rhinolophidae,RVFV,Phlebovirus,Y,Circulating in areas where virus is endemic
82,5AZXAA9G,2014,cells,Carollia perspicillata,Carollia perspicillata,Phyllostomidae,RVFV,Phlebovirus,N,
83,5AZXAA9G,2014,cells,Myotis daubentonii,Myotis daubentonii,Vespertilionodae,RVFV,Phlebovirus,N,
84,NVS2PLIG,2015,cells,Pteropus vampyrus,Pteropus vampyrus,Pteropodidae,NDV,Paramyxoviridae,N,
85,U5QUFU2D,2019,cells,Mops condylurus,Mops condylurus,Molossidae,EBOV,Filoviridae,Y,Circulating in areas where virus is endemic
86,SAGWI9NI,2014,cells,Eidolon helvum,Eidolon helvum,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
87,SAGWI9NI,2014,cells,Eidolon helvum,Eidolon helvum,Pteropodidae,WNV,Flaviviridae,Y,circulating in areas where the bat is endemic
88,SAGWI9NI,2014,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
89,SAGWI9NI,2014,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,WNV,Flaviviridae,Y,circulating in areas where the bat is endemic
90,SAGWI9NI,2014,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
91,SAGWI9NI,2014,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,WNV,Flaviviridae,Y,circulating in areas where the bat is endemic
92,SAGWI9NI,2014,cells,Myotis daubentonii,Myotis daubentonii,Vespertilionodae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
93,SAGWI9NI,2014,cells,Myotis daubentonii,Myotis daubentonii,Vespertilionodae,WNV,Flaviviridae,Y,circulating in areas where the bat is endemic
94,SAGWI9NI,2014,cells,Perimyotis subflavus,Perimyotis subflavus,Vespertilionodae,IAV,Orthomyxoviridae,Y,circulation in LA
95,SAGWI9NI,2014,cells,Perimyotis subflavus,Perimyotis subflavus,Vespertilionodae,WNV,Flaviviridae,Y,10.7589/0090-3558-40.2.335
96,SAGWI9NI,2014,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
97,SAGWI9NI,2014,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,WNV,Flaviviridae,Y,circulating in areas where the bat is endemic
98,SAGWI9NI,2014,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,IAV,Orthomyxoviridae,Y,Found in stenodermatinae in brazil
99,SAGWI9NI,2014,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,WNV,Flaviviridae,Y,10.7589/0090-3558-40.2.335
100,WDV8XIPD,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,EBOV,Filoviridae,Y,Seropositivity
101,WDV8XIPD,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
102,E85KR7JN,2023,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
103,ZXQHR8KC,2011,cells,Eidolon helvum,Eidolon helvum,Pteropodidae,RVFV,Phlebovirus,Y,circulating in areas where the bat is endemic
104,ZXQHR8KC,2011,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,RVFV,Phlebovirus,Y,circulating in areas where the bat is endemic
105,ZXQHR8KC,2011,cells,Myotis daubentonii,Myotis daubentonii,Vespertilionodae,RVFV,Phlebovirus,N,
106,ZXQHR8KC,2011,cells,Pipistrellus sp.,Pipistrellus sp.,Vespertilionodae,RVFV,Phlebovirus,N,
107,ZXQHR8KC,2011,cells,Hipposideros caffer/ruber,Hipposideros caffer/ruber,Hipposideridae,RVFV,Phlebovirus,Y,Circulating in areas where virus is endemic
108,ZXQHR8KC,2011,cells,Rhinolophus landeri,Rhinolophus landeri,Rhinolophidae,RVFV,Phlebovirus,Y,Circulating in areas where virus is endemic
109,LW5JG4HJ,2023,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
110,LW5JG4HJ,2023,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,ZIKV,Flaviviridae,Y,close call but overlap in some areas of indonesia
111,LW5JG4HJ,2023,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,MELV,Sedoreoviridae,Y,"Not in the area where the virus ""circulates"" only one isolation in Lelaka Malaysia, https://pnas.org/doi/epdf/10.1073/pnas.0701372104"
112,QY7TTFWT,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
113,QY7TTFWT,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,MELV,Sedoreoviridae,Y,"Not in the area where the virus ""circulates"" only one isolation in Lelaka Malaysia, https://pnas.org/doi/epdf/10.1073/pnas.0701372104"
114,QY7TTFWT,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,HSV-1,Orthoherpesviridae,NA,Human pathogen
115,QY7TTFWT,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,MERS,Coronaviridae,Y,"In humans and camels, MERS is reported in Malaysia, Phillipines and Thailand doi:10.1038/emm.2015.76"
116,QY7TTFWT,2020,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
117,QY7TTFWT,2020,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,MELV,Sedoreoviridae,Y,"Other PRV have been isolated in this bat species, https://link.springer.com/article/10.1007/s00705-017-3251-2#Fig3"
118,QY7TTFWT,2020,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,HSV-1,Orthoherpesviridae,NA,Human pathogen
119,QY7TTFWT,2020,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,MERS,Coronaviridae,Y,small overlap between the species range and report form this paper in human and camels doi:10.1038/emm.2015.76
120,F366DFHI,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,Henipavirus,Paramyxoviridae,Y,https://www.publish.csiro.au/ZO/ZO12126
121,F366DFHI,2020,cells,Pteropus alecto,Pteropus alecto,Pteropodidae,Cedar,Paramyxoviridae,Y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3410871/
122,VIXGGVI3,2023,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,NDV,Paramyxoviridae,Y,Circulating in areas where virus is endemic
123,VIXGGVI3,2023,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,IAV,Orthomyxoviridae,Y,Found in stenodermatinae in brazil
124,TQBGDYKV,2017,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
125,TQBGDYKV,2017,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,EBOV,Filoviridae,Y,Seropositivity
126,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
127,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,RESTV,Filoviridae,Y,Circulating in areas where virus is endemic
128,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,SUDV,Filoviridae,Y,circulating in areas where the bat is endemic
129,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,TAFV,Filoviridae,Y,circulating in areas where the bat is endemic
130,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,EBOV,Filoviridae,Y,Circulationg in areas where the bat is common
131,DJRHSNTC,2016,cells,Hypsignathus monstrosus,Hypsignathus monstrosus,Pteropodidae,BDBV,Filoviridae,Y,circulating in areas where the bat is endemic
132,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,MARV,Filoviridae,Y,Coexistence in the same range
133,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,RESTV,Filoviridae,Y,Circulating in areas where virus is endemic
134,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,SUDV,Filoviridae,Y,circulating in areas where the bat is endemic
135,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,TAFV,Filoviridae,Y,circulating in areas where the bat is endemic
136,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,EBOV,Filoviridae,Y,Circulationg in areas where the bat is common
137,DJRHSNTC,2016,cells,Epomops buettikoferi,Epomops buettikoferi,Pteropodidae,BDBV,Filoviridae,Y,circulating in areas where the bat is endemic
138,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,MARV,Filoviridae,N,
139,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,RESTV,Filoviridae,N,
140,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,SUDV,Filoviridae,N,
141,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,TAFV,Filoviridae,N,
142,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,EBOV,Filoviridae,N,
143,DJRHSNTC,2016,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,BDBV,Filoviridae,N,
144,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,MARV,Filoviridae,N,
145,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,RESTV,Filoviridae,N,
146,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,SUDV,Filoviridae,N,
147,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,TAFV,Filoviridae,N,
148,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,EBOV,Filoviridae,N,
149,DJRHSNTC,2016,cells,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,BDBV,Filoviridae,N,
150,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,MARV,Filoviridae,N,
151,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,RESTV,Filoviridae,N,
152,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,SUDV,Filoviridae,N,
153,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,TAFV,Filoviridae,N,
154,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,EBOV,Filoviridae,N,
155,DJRHSNTC,2016,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,BDBV,Filoviridae,N,
156,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
157,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,RESTV,Filoviridae,Y,circulating in areas where the bat is endemic
158,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,SUDV,Filoviridae,Y,circulating in areas where the bat is endemic
159,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,TAFV,Filoviridae,Y,circulating in areas where the bat is endemic
160,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,EBOV,Filoviridae,Y,Seropositivity
161,DJRHSNTC,2016,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,BDBV,Filoviridae,Y,circulating in areas where the bat is endemic
162,NKRXJH6D,2021,cells,Rousettus leschenaultii,Rousettus leschenaultii,Pteropodidae,PRV (Melaka),Sedoreoviridae,Y,https://www.sciencedirect.com/science/article/pii/S0168170223002101
163,NKRXJH6D,2021,cells,Rousettus leschenaultii,Rousettus leschenaultii,Pteropodidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
164,K947IG2W,2021,cells,Pteropus vampyrus,Pteropus vampyrus,Pteropodidae,NiV,Paramyxoviridae,Y,Circulating in areas where virus is endemic
165,K947IG2W,2021,cells,Pteropus vampyrus,Pteropus vampyrus,Pteropodidae,NiV,Paramyxoviridae,Y,name corrected from giganteus to adhere to current nomemclature
166,FLSUK2D4,2017,cells,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,DENV-1,Flaviviridae,Y,all DENV serotypes are now are now pan tropical
167,FLSUK2D4,2017,cells,Molossus sinaloe,Molossus sinaloe,Molossidae,DENV-1,Flaviviridae,Y,all DENV serotypes are now are now pan tropical
168,FLSUK2D4,2017,cells,Desmodus rotundus,Desmodus rotundus,Phyllostomidae,DENV-1,Flaviviridae,Y,all DENV serotypes are now are now pan tropical
169,2PXL84JK,2020,cells,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,NiV,Paramyxoviridae,Y,https://www.nature.com/articles/s41598-021-03641-w
170,BE999MJR,2023,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,PRV (Melaka),Sedoreoviridae,Y,https://www.sciencedirect.com/science/article/pii/S0168170223002101
171,BE999MJR,2023,cells,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
172,HZD87DMH,2024,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
173,CVYQX55M,2023,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,ZIKV,Flaviviridae,Y,circulation in LA
174,RAVZHEIG,2023,bat,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
175,DA5RGNTY,2023,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
176,2LLXBG6G,2022,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,SOSV,Filoviridae,Y,circulating in areas where the bat is endemic
177,CXH453BK,2022,bat,Tadarida brasiliensis,Tadarida brasiliensis,Molossidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
178,DIBWJM48,2022,bat,Eonycteris spelaea,Eonycteris spelaea,Pteropodidae,PRV (Melaka),Sedoreoviridae,Y,https://www.sciencedirect.com/science/article/pii/S0168170223002101
179,AMDUI8JM,2021,cells,Chaerephon plicatus,Chaerephon plicatus,Molossidae,Kaeng Khoi virus,Peribunyaviridae,Y,That species was the first known reservoir https://pmc.ncbi.nlm.nih.gov/articles/PMC8544448/
180,PKHFJVMY,2021,bat,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
181,4UGRK9Q3,2021,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,IAV,Orthomyxoviridae,Y,can be argue to be a cosmopolitan virus
182,99MEQALX,2021,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,ZIKV,Flaviviridae,Y,circulation in LA
183,73CUT6E3,2020,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,SOSV,Filoviridae,Y,circulating in areas where the bat is endemic
184,KQC8MRXK,2020,bat,Eidolon helvum,Eidolon helvum,Pteropodidae,LBV,Rhabdoviridae,Y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1539106/
185,978KV4Z4,2020,bat,Carollia perspicillata,Carollia perspicillata,Phyllostomidae,IAV,Orthomyxoviridae,Y,Found in stenodermatinae in brazil
186,CYB2EB2N,2020,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,NiV,Paramyxoviridae,Y,https://www.nature.com/articles/s41598-021-03641-w
187,7ZR8KSHL,2020,cells,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,MERS,Coronaviridae,N,
188,E3ICI2Y6,2020,cells,Pteropus dasymallus,Pteropus dasymallus,Pteropodidae,EMCV,Picornaviridae,Y,"https://pubmed.ncbi.nlm.nih.gov/30391400/, virus found Japanese Miniopterus"
189,E3ICI2Y6,2020,cells,Pteropus dasymallus,Pteropus dasymallus,Pteropodidae,JEV,Flaviviridae,Y,circulation in NA
190,E3ICI2Y6,2020,cells,Rousettus leschenaultii,Rousettus leschenaultii,Pteropodidae,EMCV,Picornaviridae,N,
191,E3ICI2Y6,2020,cells,Rousettus leschenaultii,Rousettus leschenaultii,Pteropodidae,JEV,Flaviviridae,Y,circulation in NA
192,E3ICI2Y6,2020,cells,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophidae,EMCV,Picornaviridae,Y,Range overlaps
193,E3ICI2Y6,2020,cells,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophidae,JEV,Flaviviridae,Y,Range overlaps
194,E3ICI2Y6,2020,cells,Miniopterus fuliginosus,Miniopterus fuliginosus,Miniopteridae,EMCV,Picornaviridae,Y,Known host spceis for the virus
195,E3ICI2Y6,2020,cells,Miniopterus fuliginosus,Miniopterus fuliginosus,Miniopteridae,JEV,Flaviviridae,Y,circulation in NA
196,59C5CMLZ,2020,bat,Pteropus alecto,Pteropus alecto,Pteropodidae,HeV,Paramyxoviridae,Y,https://www.publish.csiro.au/ZO/ZO12126
197,7RXXLHAF,2020,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,SARS-CoV-2,Coronaviridae,Y,circulating in areas where the bat is endemic
198,ZUY8PGZE,2019,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
199,XBGQWTDI,2019,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,ZIKV,Flaviviridae,Y,circulation in LA
200,GELIE6ZC,2019,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,IAV,Orthomyxoviridae,Y,Found in stenodermatinae in brazil
201,SY3VFGR4,2018,bat,Desmodus rotundus,Desmodus rotundus,Phyllostomidae,RABV,Rhabdoviridae,Y,circulation in LA
202,54FSTYQ5,2018,bat,Eidolon helvum,Eidolon helvum,Pteropodidae,LBV,Rhabdoviridae,Y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1539106/
203,SEBTD99V,2018,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
204,MLIDWKW3,2018,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,RVFV,Phlebovirus,Y,circulating in areas where the bat is endemic
205,G9NQQTL5,2017,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
206,KWBI3SFV,2017,bat,Artibeus jamaicensis,Artibeus jamaicensis,Phyllostomidae,TCRV,Arenaviridae,Y,circulation in LA
207,WE8U6KAB,2017,bat,Artibeus intermedius,Artibeus intermedius,Phyllostomidae,RABV,Rhabdoviridae,Y,circulation in LA
208,NI3MY9A5,2016,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,EBOV,Filoviridae,Y,Seropositivity
209,APRU5M8L,2016,bat,Eptesicus fuscus,Eptesicus fuscus,Vespertilionodae,CHIKV,Togaviridae,Y,circulation in LA
210,D36EPYYB,2015,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
211,MDMP4WTJ,2015,bat,Rousettus aegyptiacus,Rousettus aegyptiacus,Pteropodidae,MARV,Filoviridae,Y,circulating in areas where the bat is endemic
